,holiday,workingday,weather,temp,atemp,humidity,windspeed,total,year,month,hour,season_2,season_3,season_4
3280,0,0,1,33.62,38.635,52,16.9979,380,2011,8,14,0,1,0
3281,0,0,2,34.44,40.15,53,16.9979,362,2011,8,15,0,1,0
3282,0,0,3,30.34,35.605,79,11.0014,343,2011,8,16,0,1,0
3283,0,0,3,30.34,35.605,79,11.0014,149,2011,8,17,0,1,0
3284,0,0,2,29.52,34.85,79,30.0026,211,2011,8,18,0,1,0
3285,0,0,3,29.52,35.605,84,16.9979,171,2011,8,19,0,1,0
3286,0,0,3,29.52,34.85,79,19.0012,137,2011,8,20,0,1,0
3287,0,0,2,28.7,33.335,84,22.0028,114,2011,8,21,0,1,0
3288,0,0,2,28.7,33.335,84,22.0028,120,2011,8,22,0,1,0
3289,0,0,3,28.7,33.335,84,19.0012,108,2011,8,23,0,1,0
3290,0,0,2,28.7,33.335,84,19.0012,80,2011,8,0,0,1,0
3291,0,0,2,28.7,33.335,84,16.9979,73,2011,8,1,0,1,0
3292,0,0,2,28.7,33.335,84,15.0013,66,2011,8,2,0,1,0
3293,0,0,2,28.7,33.335,84,8.9981,32,2011,8,3,0,1,0
3294,0,0,1,28.7,33.335,84,8.9981,6,2011,8,4,0,1,0
3295,0,0,1,28.7,33.335,89,12.998,5,2011,8,5,0,1,0
3296,0,0,1,28.7,33.335,89,11.0014,13,2011,8,6,0,1,0
3297,0,0,1,28.7,33.335,84,12.998,39,2011,8,7,0,1,0
3298,0,0,1,29.52,34.85,79,12.998,89,2011,8,8,0,1,0
3299,0,0,1,31.16,37.12,75,7.0015,184,2011,8,9,0,1,0
3300,0,0,1,32.8,40.15,66,8.9981,266,2011,8,10,0,1,0
3301,0,0,1,33.62,41.665,63,0.0,269,2011,8,11,0,1,0
3302,0,0,1,36.9,42.425,42,19.9995,370,2011,8,12,0,1,0
3303,0,0,1,36.9,42.425,42,19.9995,324,2011,8,13,0,1,0
3304,0,0,1,35.26,40.15,47,12.998,322,2011,8,14,0,1,0
3305,0,0,3,29.52,34.85,74,19.9995,326,2011,8,15,0,1,0
3306,0,0,3,29.52,34.85,74,19.9995,193,2011,8,16,0,1,0
3307,0,0,3,30.34,35.605,74,43.0006,194,2011,8,17,0,1,0
3308,0,0,1,29.52,34.85,74,6.0032,229,2011,8,18,0,1,0
3309,0,0,1,29.52,34.85,79,11.0014,228,2011,8,19,0,1,0
3310,0,0,1,29.52,35.605,84,8.9981,183,2011,8,20,0,1,0
3311,0,0,1,29.52,35.605,84,7.0015,136,2011,8,21,0,1,0
3312,0,0,1,28.7,33.335,89,12.998,103,2011,8,22,0,1,0
3313,0,0,1,28.7,33.335,79,7.0015,55,2011,8,23,0,1,0
3314,0,1,1,28.7,33.335,79,7.0015,30,2011,8,0,0,1,0
3315,0,1,1,27.88,31.82,83,8.9981,12,2011,8,1,0,1,0
3316,0,1,1,27.06,29.545,89,0.0,7,2011,8,2,0,1,0
3317,0,1,1,27.06,29.545,89,0.0,1,2011,8,3,0,1,0
3318,0,1,1,27.06,29.545,89,7.0015,10,2011,8,4,0,1,0
3319,0,1,1,28.7,33.335,79,6.0032,15,2011,8,5,0,1,0
3320,0,1,1,28.7,32.575,65,19.0012,95,2011,8,6,0,1,0
3321,0,1,1,29.52,34.09,62,19.9995,267,2011,8,7,0,1,0
3322,0,1,1,30.34,34.09,58,22.0028,349,2011,8,8,0,1,0
3323,0,1,1,31.16,34.85,55,26.0027,183,2011,8,9,0,1,0
3324,0,1,1,32.8,37.12,52,26.0027,124,2011,8,10,0,1,0
3325,0,1,1,33.62,37.12,48,23.9994,179,2011,8,11,0,1,0
3326,0,1,1,33.62,37.88,46,16.9979,182,2011,8,12,0,1,0
3327,0,1,1,34.44,37.88,44,19.9995,151,2011,8,13,0,1,0
3328,0,1,1,33.62,37.12,43,19.9995,150,2011,8,14,0,1,0
3329,0,1,1,34.44,37.88,41,19.9995,126,2011,8,15,0,1,0
3330,0,1,1,35.26,38.635,39,19.0012,282,2011,8,16,0,1,0
3331,0,1,1,35.26,38.635,39,11.0014,527,2011,8,17,0,1,0
3332,0,1,1,34.44,37.88,41,8.9981,529,2011,8,18,0,1,0
3333,0,1,1,33.62,37.12,43,7.0015,416,2011,8,19,0,1,0
3334,0,1,1,32.8,37.88,55,0.0,286,2011,8,20,0,1,0
3335,0,1,1,31.16,35.605,58,6.0032,186,2011,8,21,0,1,0
3336,0,1,1,31.16,35.605,58,7.0015,147,2011,8,22,0,1,0
3337,0,1,1,30.34,34.85,66,7.0015,72,2011,8,23,0,1,0
3338,0,1,1,29.52,34.85,79,8.9981,35,2011,8,0,0,1,0
3339,0,1,1,29.52,34.09,66,0.0,14,2011,8,1,0,1,0
3340,0,1,1,29.52,34.09,70,0.0,12,2011,8,2,0,1,0
3341,0,1,1,29.52,34.09,62,0.0,3,2011,8,3,0,1,0
3342,0,1,1,28.7,33.335,74,0.0,7,2011,8,4,0,1,0
3343,0,1,1,28.7,32.575,65,6.0032,30,2011,8,5,0,1,0
3344,0,1,1,29.52,33.335,64,0.0,101,2011,8,6,0,1,0
3345,0,1,1,29.52,34.85,74,7.0015,343,2011,8,7,0,1,0
3346,0,1,1,30.34,34.85,66,0.0,392,2011,8,8,0,1,0
3347,0,1,2,31.98,37.12,62,8.9981,175,2011,8,9,0,1,0
3348,0,1,2,32.8,38.635,59,15.0013,144,2011,8,10,0,1,0
3349,0,1,1,32.8,38.635,59,15.0013,149,2011,8,11,0,1,0
3350,0,1,1,33.62,39.395,56,12.998,185,2011,8,12,0,1,0
3351,0,1,1,34.44,39.395,49,11.0014,175,2011,8,13,0,1,0
3352,0,1,1,35.26,39.395,44,19.0012,148,2011,8,14,0,1,0
3353,0,1,1,35.26,38.635,39,19.0012,164,2011,8,15,0,1,0
3354,0,1,1,35.26,38.635,39,19.9995,285,2011,8,16,0,1,0
3355,0,1,1,32.8,37.88,55,11.0014,532,2011,8,17,0,1,0
3356,0,1,1,32.8,37.88,55,12.998,585,2011,8,18,0,1,0
3357,0,1,1,32.8,37.12,49,7.0015,371,2011,8,19,0,1,0
3358,0,1,1,32.8,36.365,43,12.998,292,2011,8,20,0,1,0
3359,0,1,1,31.98,34.85,46,16.9979,230,2011,8,21,0,1,0
3360,0,1,1,31.98,34.85,46,19.9995,155,2011,8,22,0,1,0
3361,0,1,1,31.16,34.09,48,19.0012,75,2011,8,23,0,1,0
3362,0,1,1,30.34,33.335,51,15.0013,37,2011,8,0,0,1,0
3363,0,1,1,29.52,33.335,54,12.998,17,2011,8,1,0,1,0
3364,0,1,1,29.52,33.335,54,11.0014,11,2011,8,2,0,1,0
3365,0,1,1,28.7,32.575,58,11.0014,4,2011,8,3,0,1,0
3366,0,1,1,28.7,32.575,54,8.9981,5,2011,8,4,0,1,0
3367,0,1,1,27.88,31.82,61,6.0032,32,2011,8,5,0,1,0
3368,0,1,1,27.88,31.82,61,0.0,119,2011,8,6,0,1,0
3369,0,1,1,28.7,32.575,58,6.0032,305,2011,8,7,0,1,0
3370,0,1,1,30.34,33.335,51,12.998,399,2011,8,8,0,1,0
3371,0,1,1,31.16,34.09,48,15.0013,180,2011,8,9,0,1,0
3372,0,1,1,32.8,36.365,43,15.0013,113,2011,8,10,0,1,0
3373,0,1,1,32.8,35.605,41,26.0027,149,2011,8,11,0,1,0
3374,0,1,1,33.62,36.365,38,19.9995,240,2011,8,12,0,1,0
3375,0,1,1,33.62,36.365,38,19.0012,191,2011,8,13,0,1,0
3376,0,1,1,34.44,36.365,34,22.0028,178,2011,8,14,0,1,0
3377,0,1,1,35.26,37.12,30,22.0028,194,2011,8,15,0,1,0
3378,0,1,1,35.26,37.12,26,19.9995,282,2011,8,16,0,1,0
3379,0,1,1,34.44,35.605,26,19.9995,584,2011,8,17,0,1,0
3380,0,1,1,33.62,35.605,28,19.9995,559,2011,8,18,0,1,0
3381,0,1,1,32.8,34.85,26,16.9979,413,2011,8,19,0,1,0
3382,0,1,1,31.16,33.335,31,8.9981,312,2011,8,20,0,1,0
3383,0,1,1,31.16,33.335,33,7.0015,209,2011,8,21,0,1,0
3384,0,1,1,30.34,32.575,37,0.0,139,2011,8,22,0,1,0
3385,0,1,1,30.34,32.575,37,6.0032,108,2011,8,23,0,1,0
3386,0,1,1,28.7,31.82,45,7.0015,46,2011,8,0,0,1,0
3387,0,1,1,28.7,31.82,45,8.9981,26,2011,8,1,0,1,0
3388,0,1,1,27.06,31.06,54,8.9981,11,2011,8,2,0,1,0
3389,0,1,1,26.24,31.06,57,8.9981,9,2011,8,3,0,1,0
3390,0,1,1,26.24,31.06,57,11.0014,5,2011,8,4,0,1,0
3391,0,1,1,26.24,31.06,61,12.998,25,2011,8,5,0,1,0
3392,0,1,1,25.42,30.305,65,11.0014,106,2011,8,6,0,1,0
3393,0,1,1,27.06,31.06,54,8.9981,307,2011,8,7,0,1,0
3394,0,1,1,28.7,31.82,45,11.0014,390,2011,8,8,0,1,0
3395,0,1,1,29.52,32.575,39,15.0013,197,2011,8,9,0,1,0
3396,0,1,1,30.34,32.575,37,16.9979,132,2011,8,10,0,1,0
3397,0,1,1,31.16,33.335,35,16.9979,187,2011,8,11,0,1,0
3398,0,1,1,31.98,34.09,31,16.9979,214,2011,8,12,0,1,0
3399,0,1,1,31.16,33.335,31,15.0013,217,2011,8,13,0,1,0
3400,0,1,1,32.8,34.85,29,0.0,142,2011,8,14,0,1,0
3401,0,1,1,32.8,34.85,29,19.9995,178,2011,8,15,0,1,0
3402,0,1,1,32.8,34.85,27,12.998,298,2011,8,16,0,1,0
3403,0,1,1,32.8,34.85,29,16.9979,582,2011,8,17,0,1,0
3404,0,1,1,31.98,34.09,29,6.0032,571,2011,8,18,0,1,0
3405,0,1,1,30.34,32.575,35,12.998,371,2011,8,19,0,1,0
3406,0,1,1,29.52,32.575,37,8.9981,288,2011,8,20,0,1,0
3407,0,1,1,28.7,32.575,48,6.0032,206,2011,8,21,0,1,0
3408,0,1,1,28.7,32.575,48,0.0,157,2011,8,22,0,1,0
3409,0,1,1,27.06,31.06,50,11.0014,127,2011,8,23,0,1,0
3410,0,1,1,26.24,31.06,53,11.0014,65,2011,8,0,0,1,0
3411,0,1,1,26.24,31.06,53,8.9981,23,2011,8,1,0,1,0
3412,0,1,1,25.42,31.06,57,12.998,15,2011,8,2,0,1,0
3413,0,1,1,25.42,31.06,53,11.0014,9,2011,8,3,0,1,0
3414,0,1,1,25.42,31.06,53,8.9981,5,2011,8,4,0,1,0
3415,0,1,1,24.6,31.06,56,8.9981,26,2011,8,5,0,1,0
3416,0,1,1,25.42,31.06,50,8.9981,76,2011,8,6,0,1,0
3417,0,1,1,26.24,31.06,44,11.0014,264,2011,8,7,0,1,0
3418,0,1,1,27.88,31.82,39,15.0013,426,2011,8,8,0,1,0
3419,0,1,1,29.52,32.575,34,8.9981,205,2011,8,9,0,1,0
3420,0,1,1,30.34,32.575,33,7.0015,130,2011,8,10,0,1,0
3421,0,1,1,31.16,33.335,29,0.0,156,2011,8,11,0,1,0
3422,0,1,1,32.8,34.85,27,0.0,222,2011,8,12,0,1,0
3423,0,1,1,31.98,34.09,29,6.0032,253,2011,8,13,0,1,0
3424,0,1,1,32.8,34.85,29,12.998,186,2011,8,14,0,1,0
3425,0,1,1,32.8,34.85,29,11.0014,249,2011,8,15,0,1,0
3426,0,1,1,33.62,35.605,28,0.0,334,2011,8,16,0,1,0
3427,0,1,1,33.62,35.605,26,0.0,516,2011,8,17,0,1,0
3428,0,1,1,31.16,34.09,40,19.9995,465,2011,8,18,0,1,0
3429,0,1,1,30.34,33.335,42,15.0013,385,2011,8,19,0,1,0
3430,0,1,1,29.52,32.575,42,15.0013,287,2011,8,20,0,1,0
3431,0,1,1,28.7,32.575,48,8.9981,226,2011,8,21,0,1,0
3432,0,1,1,27.88,31.82,51,0.0,231,2011,8,22,0,1,0
3433,0,1,1,27.88,31.82,51,0.0,151,2011,8,23,0,1,0
3434,0,0,1,27.88,31.82,51,7.0015,84,2011,8,0,0,1,0
3435,0,0,2,27.88,31.82,57,6.0032,77,2011,8,1,0,1,0
3436,0,0,1,27.88,31.82,57,0.0,74,2011,8,2,0,1,0
3437,0,0,1,27.06,31.06,65,8.9981,27,2011,8,3,0,1,0
3438,0,0,2,26.24,30.305,73,8.9981,10,2011,8,4,0,1,0
3439,0,0,1,26.24,30.305,73,7.0015,18,2011,8,5,0,1,0
3440,0,0,1,26.24,30.305,73,6.0032,22,2011,8,6,0,1,0
3441,0,0,2,27.06,31.06,74,12.998,44,2011,8,7,0,1,0
3442,0,0,2,28.7,32.575,65,11.0014,118,2011,8,8,0,1,0
3443,0,0,2,28.7,33.335,74,11.0014,208,2011,8,9,0,1,0
3444,0,0,2,29.52,34.85,74,15.0013,260,2011,8,10,0,1,0
3445,0,0,2,30.34,34.85,70,12.998,314,2011,8,11,0,1,0
3446,0,0,2,27.06,29.545,89,11.0014,421,2011,8,12,0,1,0
3447,0,0,2,30.34,35.605,74,22.0028,153,2011,8,13,0,1,0
3448,0,0,1,30.34,34.85,70,16.9979,259,2011,8,14,0,1,0
3449,0,0,3,27.88,31.82,79,23.9994,358,2011,8,15,0,1,0
3450,0,0,2,28.7,33.335,74,19.0012,281,2011,8,16,0,1,0
3451,0,0,2,29.52,34.85,74,16.9979,269,2011,8,17,0,1,0
3452,0,0,1,28.7,33.335,74,15.0013,292,2011,8,18,0,1,0
3453,0,0,2,27.88,31.82,79,19.0012,237,2011,8,19,0,1,0
3454,0,0,2,27.88,31.82,83,15.0013,183,2011,8,20,0,1,0
3455,0,0,2,27.88,31.82,83,26.0027,167,2011,8,21,0,1,0
3456,0,0,2,27.88,31.82,83,26.0027,154,2011,8,22,0,1,0
3457,0,0,2,27.06,30.305,83,22.0028,120,2011,8,23,0,1,0
3458,0,0,3,27.06,30.305,83,19.9995,90,2011,8,0,0,1,0
3459,0,0,3,26.24,28.79,89,15.0013,73,2011,8,1,0,1,0
3460,0,0,3,26.24,28.79,89,15.0013,62,2011,8,2,0,1,0
3461,0,0,2,26.24,28.03,94,16.9979,27,2011,8,3,0,1,0
3462,0,0,3,26.24,28.03,94,12.998,3,2011,8,4,0,1,0
3463,0,0,2,26.24,28.03,94,11.0014,10,2011,8,5,0,1,0
3464,0,0,2,26.24,28.03,94,7.0015,6,2011,8,6,0,1,0
3465,0,0,2,27.06,29.545,89,12.998,24,2011,8,7,0,1,0
3466,0,0,2,27.06,29.545,89,19.0012,41,2011,8,8,0,1,0
3467,0,0,3,27.06,29.545,89,19.0012,103,2011,8,9,0,1,0
3468,0,0,1,28.7,33.335,79,15.0013,183,2011,8,10,0,1,0
3469,0,0,1,28.7,33.335,79,12.998,198,2011,8,11,0,1,0
3470,0,0,2,28.7,33.335,79,15.0013,281,2011,8,12,0,1,0
3471,0,0,1,29.52,34.85,74,16.9979,377,2011,8,13,0,1,0
3472,0,0,1,30.34,34.85,70,12.998,370,2011,8,14,0,1,0
3473,0,0,1,30.34,34.85,66,12.998,331,2011,8,15,0,1,0
3474,0,0,1,30.34,34.85,66,11.0014,292,2011,8,16,0,1,0
3475,0,0,1,31.16,35.605,62,8.9981,329,2011,8,17,0,1,0
3476,0,0,1,30.34,34.85,66,11.0014,347,2011,8,18,0,1,0
3477,0,0,1,29.52,34.85,74,15.0013,259,2011,8,19,0,1,0
3478,0,0,1,28.7,33.335,84,11.0014,193,2011,8,20,0,1,0
3479,0,0,3,24.6,27.275,88,32.9975,155,2011,8,21,0,1,0
3480,0,0,3,24.6,27.275,88,32.9975,39,2011,8,22,0,1,0
3481,0,0,3,24.6,28.03,83,0.0,27,2011,8,23,0,1,0
3482,0,1,3,24.6,27.275,88,6.0032,25,2011,8,0,0,1,0
3483,0,1,2,24.6,27.275,88,8.9981,10,2011,8,1,0,1,0
3484,0,1,2,24.6,28.03,83,0.0,3,2011,8,2,0,1,0
3485,0,1,1,24.6,28.03,83,12.998,7,2011,8,3,0,1,0
3486,0,1,1,24.6,28.03,83,8.9981,5,2011,8,4,0,1,0
3487,0,1,2,24.6,27.275,88,12.998,17,2011,8,5,0,1,0
3488,0,1,1,24.6,27.275,88,16.9979,90,2011,8,6,0,1,0
3489,0,1,1,24.6,27.275,88,16.9979,258,2011,8,7,0,1,0
3490,0,1,1,26.24,29.545,78,22.0028,355,2011,8,8,0,1,0
3491,0,1,1,26.24,29.545,78,22.0028,222,2011,8,9,0,1,0
3492,0,1,1,27.88,31.82,69,19.0012,141,2011,8,10,0,1,0
3493,0,1,2,29.52,34.09,62,16.9979,153,2011,8,11,0,1,0
3494,0,1,1,30.34,34.09,58,19.0012,178,2011,8,12,0,1,0
3495,0,1,1,31.98,35.605,52,19.0012,193,2011,8,13,0,1,0
3496,0,1,1,30.34,34.09,55,6.0032,151,2011,8,14,0,1,0
3497,0,1,3,30.34,34.09,55,19.9995,182,2011,8,15,0,1,0
3498,0,1,1,30.34,34.09,55,22.0028,283,2011,8,16,0,1,0
3499,0,1,1,30.34,33.335,51,19.0012,530,2011,8,17,0,1,0
3500,0,1,1,28.7,32.575,65,12.998,483,2011,8,18,0,1,0
3501,0,1,1,28.7,32.575,65,0.0,397,2011,8,19,0,1,0
3502,0,1,1,27.06,31.06,74,8.9981,285,2011,8,20,0,1,0
3503,0,1,1,27.06,31.06,65,12.998,184,2011,8,21,0,1,0
3504,0,1,1,27.06,31.06,69,16.9979,98,2011,8,22,0,1,0
3505,0,1,1,26.24,30.305,69,15.0013,88,2011,8,23,0,1,0
3506,0,1,1,26.24,30.305,69,7.0015,31,2011,8,0,0,1,0
3507,0,1,1,26.24,30.305,69,11.0014,16,2011,8,1,0,1,0
3508,0,1,1,25.42,29.545,73,15.0013,4,2011,8,2,0,1,0
3509,0,1,1,25.42,29.545,73,15.0013,6,2011,8,3,0,1,0
3510,0,1,1,26.24,30.305,69,19.9995,5,2011,8,4,0,1,0
3511,0,1,1,25.42,29.545,73,19.0012,30,2011,8,5,0,1,0
3512,0,1,1,25.42,29.545,73,22.0028,119,2011,8,6,0,1,0
3513,0,1,1,26.24,30.305,69,16.9979,346,2011,8,7,0,1,0
3514,0,1,1,28.7,32.575,58,30.0026,441,2011,8,8,0,1,0
3515,0,1,1,27.88,31.82,61,19.0012,198,2011,8,9,0,1,0
3516,0,1,1,28.7,32.575,58,26.0027,111,2011,8,10,0,1,0
3517,0,1,1,30.34,33.335,51,15.0013,150,2011,8,11,0,1,0
3518,0,1,1,31.16,34.09,48,22.0028,162,2011,8,12,0,1,0
3519,0,1,1,31.16,34.09,48,19.9995,192,2011,8,13,0,1,0
3520,0,1,1,31.16,34.09,45,27.9993,182,2011,8,14,0,1,0
3521,0,1,1,32.8,35.605,41,19.9995,159,2011,8,15,0,1,0
3522,0,1,1,32.8,35.605,41,15.0013,303,2011,8,16,0,1,0
3523,0,1,1,31.16,34.09,45,22.0028,600,2011,8,17,0,1,0
3524,0,1,1,31.16,34.09,45,15.0013,570,2011,8,18,0,1,0
3525,0,1,1,30.34,33.335,48,12.998,376,2011,8,19,0,1,0
3526,0,1,1,30.34,33.335,51,0.0,280,2011,8,20,0,1,0
3527,0,1,1,29.52,33.335,54,0.0,215,2011,8,21,0,1,0
3528,0,1,1,28.7,32.575,61,0.0,152,2011,8,22,0,1,0
3529,0,1,1,27.06,31.06,65,8.9981,77,2011,8,23,0,1,0
3530,0,1,1,27.06,31.06,69,6.0032,24,2011,8,0,0,1,0
3531,0,1,1,26.24,30.305,73,11.0014,14,2011,8,1,0,1,0
3532,0,1,1,27.06,31.06,69,0.0,6,2011,8,2,0,1,0
3533,0,1,1,26.24,29.545,78,0.0,5,2011,8,3,0,1,0
3534,0,1,1,26.24,30.305,73,0.0,5,2011,8,4,0,1,0
3535,0,1,1,26.24,30.305,73,0.0,28,2011,8,5,0,1,0
3536,0,1,1,25.42,29.545,78,0.0,105,2011,8,6,0,1,0
3537,0,1,1,27.06,31.06,65,6.0032,308,2011,8,7,0,1,0
3538,0,1,1,28.7,32.575,54,11.0014,487,2011,8,8,0,1,0
3539,0,1,1,30.34,33.335,48,6.0032,209,2011,8,9,0,1,0
3540,0,1,1,31.16,34.09,43,6.0032,118,2011,8,10,0,1,0
3541,0,1,1,31.98,34.85,43,7.0015,128,2011,8,11,0,1,0
3542,0,1,1,32.8,36.365,43,19.0012,189,2011,8,12,0,1,0
3543,0,1,1,32.8,35.605,41,12.998,176,2011,8,13,0,1,0
3544,0,1,1,33.62,36.365,36,11.0014,192,2011,8,14,0,1,0
3545,0,1,1,32.8,36.365,43,8.9981,159,2011,8,15,0,1,0
3546,0,1,1,33.62,37.12,43,15.0013,300,2011,8,16,0,1,0
3547,0,1,1,32.8,37.12,49,15.0013,552,2011,8,17,0,1,0
3548,0,1,1,31.16,34.85,55,16.9979,556,2011,8,18,0,1,0
3549,0,1,1,31.16,34.85,55,15.0013,347,2011,8,19,0,1,0
3550,0,1,1,30.34,34.09,58,16.9979,280,2011,8,20,0,1,0
3551,0,1,1,29.52,34.09,62,15.0013,230,2011,8,21,0,1,0
3552,0,1,1,28.7,32.575,65,12.998,171,2011,8,22,0,1,0
3553,0,1,1,28.7,32.575,65,19.0012,105,2011,8,23,0,1,0
3554,0,1,1,27.88,31.82,65,8.9981,56,2011,8,0,0,1,0
3555,0,1,2,27.06,31.06,65,11.0014,24,2011,8,1,0,1,0
3556,0,1,1,27.06,31.06,65,15.0013,6,2011,8,2,0,1,0
3557,0,1,1,27.06,31.06,69,19.0012,6,2011,8,3,0,1,0
3558,0,1,1,26.24,30.305,73,15.0013,9,2011,8,4,0,1,0
3559,0,1,1,26.24,29.545,78,19.0012,27,2011,8,5,0,1,0
3560,0,1,2,26.24,29.545,78,16.9979,103,2011,8,6,0,1,0
3561,0,1,1,26.24,29.545,78,19.9995,308,2011,8,7,0,1,0
3562,0,1,1,27.06,31.06,74,19.0012,420,2011,8,8,0,1,0
3563,0,1,1,29.52,34.09,66,16.9979,228,2011,8,9,0,1,0
3564,0,1,1,30.34,34.85,66,16.9979,129,2011,8,10,0,1,0
3565,0,1,1,31.16,35.605,58,16.9979,141,2011,8,11,0,1,0
3566,0,1,1,32.8,37.12,52,19.0012,173,2011,8,12,0,1,0
3567,0,1,1,32.8,37.12,52,23.9994,187,2011,8,13,0,1,0
3568,0,1,1,33.62,37.88,46,22.0028,182,2011,8,14,0,1,0
3569,0,1,1,32.8,36.365,46,23.9994,174,2011,8,15,0,1,0
3570,0,1,1,32.8,36.365,46,23.9994,245,2011,8,16,0,1,0
3571,0,1,3,32.8,36.365,46,19.9995,409,2011,8,17,0,1,0
3572,0,1,3,31.16,34.85,55,16.9979,274,2011,8,18,0,1,0
3573,0,1,1,27.06,30.305,83,7.0015,141,2011,8,19,0,1,0
3574,0,1,1,27.06,30.305,83,7.0015,165,2011,8,20,0,1,0
3575,0,1,2,27.88,31.82,79,0.0,149,2011,8,21,0,1,0
3576,0,1,2,28.7,33.335,74,7.0015,135,2011,8,22,0,1,0
3577,0,1,2,28.7,33.335,74,8.9981,114,2011,8,23,0,1,0
3578,0,1,3,27.88,31.82,69,12.998,62,2011,8,0,0,1,0
3579,0,1,3,26.24,28.79,89,0.0,20,2011,8,1,0,1,0
3580,0,1,3,26.24,28.79,83,0.0,8,2011,8,2,0,1,0
3581,0,1,1,26.24,29.545,78,0.0,3,2011,8,3,0,1,0
3582,0,1,1,26.24,28.79,83,0.0,8,2011,8,4,0,1,0
3583,0,1,1,26.24,28.79,83,0.0,17,2011,8,5,0,1,0
3584,0,1,1,26.24,28.79,83,0.0,93,2011,8,6,0,1,0
3585,0,1,2,27.06,30.305,83,6.0032,263,2011,8,7,0,1,0
3586,0,1,2,27.06,30.305,83,0.0,398,2011,8,8,0,1,0
3587,0,1,1,28.7,32.575,65,8.9981,218,2011,8,9,0,1,0
3588,0,1,1,29.52,34.09,62,6.0032,165,2011,8,10,0,1,0
3589,0,1,2,29.52,34.09,66,6.0032,165,2011,8,11,0,1,0
3590,0,1,2,30.34,34.09,62,6.0032,222,2011,8,12,0,1,0
3591,0,1,2,31.16,35.605,62,12.998,232,2011,8,13,0,1,0
3592,0,1,1,31.98,36.365,55,12.998,220,2011,8,14,0,1,0
3593,0,1,1,32.8,37.12,49,7.0015,222,2011,8,15,0,1,0
3594,0,1,1,32.8,37.12,49,0.0,327,2011,8,16,0,1,0
3595,0,1,1,31.16,35.605,58,35.0008,527,2011,8,17,0,1,0
3596,0,1,1,31.16,35.605,58,35.0008,425,2011,8,18,0,1,0
3597,0,1,3,25.42,29.545,73,31.0009,165,2011,8,19,0,1,0
3598,0,1,3,25.42,28.79,83,19.9995,58,2011,8,20,0,1,0
3599,0,1,1,25.42,28.79,83,8.9981,107,2011,8,21,0,1,0
3600,0,1,1,24.6,27.275,88,8.9981,122,2011,8,22,0,1,0
3601,0,1,2,24.6,27.275,88,6.0032,106,2011,8,23,0,1,0
3602,0,1,1,24.6,28.79,78,7.0015,51,2011,9,0,0,1,0
3603,0,1,1,24.6,29.545,73,6.0032,21,2011,9,1,0,1,0
3604,0,1,1,23.78,27.275,78,6.0032,25,2011,9,2,0,1,0
3605,0,1,1,23.78,27.275,78,6.0032,14,2011,9,3,0,1,0
3606,0,1,1,22.96,26.515,83,6.0032,7,2011,9,4,0,1,0
3607,0,1,1,22.96,26.515,73,6.0032,23,2011,9,5,0,1,0
3608,0,1,1,24.6,28.79,78,0.0,105,2011,9,6,0,1,0
3609,0,1,1,24.6,28.79,78,0.0,342,2011,9,7,0,1,0
3610,0,1,1,25.42,29.545,73,8.9981,498,2011,9,8,0,1,0
3611,0,1,1,26.24,30.305,69,7.0015,207,2011,9,9,0,1,0
3612,0,1,1,27.88,31.82,61,8.9981,138,2011,9,10,0,1,0
3613,0,1,1,29.52,33.335,51,8.9981,192,2011,9,11,0,1,0
3614,0,1,2,29.52,33.335,51,8.9981,229,2011,9,12,0,1,0
3615,0,1,2,29.52,33.335,48,6.0032,219,2011,9,13,0,1,0
3616,0,1,3,29.52,33.335,54,16.9979,198,2011,9,14,0,1,0
3617,0,1,1,29.52,33.335,51,8.9981,174,2011,9,15,0,1,0
3618,0,1,1,30.34,33.335,51,12.998,308,2011,9,16,0,1,0
3619,0,1,1,29.52,33.335,54,16.9979,628,2011,9,17,0,1,0
3620,0,1,1,29.52,33.335,54,15.0013,531,2011,9,18,0,1,0
3621,0,1,1,28.7,32.575,58,11.0014,443,2011,9,19,0,1,0
3622,0,1,1,27.06,31.06,61,15.0013,280,2011,9,20,0,1,0
3623,0,1,2,27.06,31.06,57,12.998,177,2011,9,21,0,1,0
3624,0,1,2,27.06,31.06,57,15.0013,179,2011,9,22,0,1,0
3625,0,1,1,26.24,30.305,65,16.9979,126,2011,9,23,0,1,0
3626,0,1,1,26.24,30.305,65,12.998,64,2011,9,0,0,1,0
3627,0,1,3,25.42,29.545,73,7.0015,32,2011,9,1,0,1,0
3628,0,1,3,25.42,29.545,73,7.0015,20,2011,9,2,0,1,0
3629,0,1,2,24.6,28.03,83,11.0014,8,2011,9,3,0,1,0
3630,0,1,1,24.6,28.03,83,6.0032,4,2011,9,4,0,1,0
3631,0,1,2,24.6,28.03,83,8.9981,20,2011,9,5,0,1,0
3632,0,1,1,24.6,28.03,83,8.9981,76,2011,9,6,0,1,0
3633,0,1,1,24.6,28.03,83,7.0015,259,2011,9,7,0,1,0
3634,0,1,1,25.42,29.545,78,12.998,456,2011,9,8,0,1,0
3635,0,1,2,25.42,28.79,83,7.0015,220,2011,9,9,0,1,0
3636,0,1,2,26.24,30.305,76,11.0014,140,2011,9,10,0,1,0
3637,0,1,2,27.06,31.06,74,7.0015,192,2011,9,11,0,1,0
3638,0,1,2,27.06,31.06,69,15.0013,260,2011,9,12,0,1,0
